Id,SalePrice
1461,109152.0799954315
1462,164512.85709447888
1463,187796.38495565281
1464,199922.9132380716
1465,210466.7825417215
1466,172849.85772874294
1467,173335.65686699792
1468,158431.51532157324
1469,210845.3464835159
1470,109256.49183532267
1471,154875.14955313547
1472,102585.5089997862
1473,93606.96567386162
1474,142851.02880181794
1475,107422.47046336532
1476,389236.10356107133
1477,256913.86096632332
1478,323337.90250678826
1479,326200.6771420158
1480,463128.446178925
1481,323212.785831247
1482,223024.28633054413
1483,176953.4866863934
1484,167241.39369164093
1485,182665.89434939693
1486,187407.52189229973
1487,347642.3731761427
1488,211116.22850988028
1489,205949.39535417917
1490,255762.90025291228
1491,200957.9471533987
1492,103524.04395650819
1493,208518.7518018227
1494,303159.6422104811
1495,285985.68838826485
1496,243301.27627656425
1497,175910.8403970853
1498,185906.93755293664
1499,170993.46000638793
1500,152925.42139719226
1501,180877.7756705064
1502,135171.15927858118
1503,342989.2800232851
1504,239540.6876213308
1505,225379.49547833807
1506,194356.94489242614
1507,250069.35983424485
1508,195396.46518825056
1509,160136.35904742964
1510,138422.9965740187
1511,152625.47179207762
1512,169303.91205516242
1513,155797.4392967977
1514,148968.27840165602
1515,222917.47034196017
1516,161232.02176427684
1517,187809.4185971096
1518,120822.85713355974
1519,202038.0109928894
1520,122545.98455220199
1521,133857.1907068973
1522,187571.75596521504
1523,111848.26970152289
1524,135832.80224776763
1525,117756.69864824857
1526,113082.20522993745
1527,108376.07405345642
1528,132409.68458936908
1529,153717.7601778333
1530,204069.40050713977
1531,126271.69995246694
1532,91527.09487818228
1533,149813.76123343135
1534,127705.10768605571
1535,152172.66686130388
1536,102773.69362795405
1537,41710.51651701344
1538,153807.67194854014
1539,214654.03569555384
1540,128028.64763083379
1541,138676.16978808556
1542,160638.070724257
1543,190549.08626317268
1544,79112.13347195217
1545,121999.3968170101
1546,135492.1841086541
1547,142012.49447219897
1548,156887.22759095943
1549,122551.16537117536
1550,136407.48216197017
1551,106466.92286942335
1552,154474.55106575997
1553,153687.50055993383
1554,122924.80241415295
1555,166947.45890754723
1556,64412.43283619356
1557,131193.25807582674
1558,100099.79559877841
1559,83834.48683571591
1560,112903.56567416791
1561,153235.20125722964
1562,131759.45730826826
1563,134335.35517447884
1564,153045.0491877933
1565,153087.67626907091
1566,231227.2299697957
1567,74217.55926838552
1568,218860.3338094479
1569,123368.18317137167
1570,135782.4467767093
1571,93902.53169975034
1572,141140.1708568407
1573,265798.19556987146
1574,138335.086864753
1575,226002.98221112674
1576,224442.63843514185
1577,196689.54242325618
1578,150739.72289935054
1579,141939.25344560933
1580,196083.2487435932
1581,154952.37356469958
1582,133045.465824774
1583,257634.5981210839
1584,221712.1169958083
1585,133522.5029311755
1586,70322.33929274388
1587,118593.39221609489
1588,158888.08437111412
1589,97420.13085518047
1590,131994.4007853356
1591,87889.4847795257
1592,138372.33332804492
1593,129777.9698788799
1594,138641.94155360715
1595,117242.06695666819
1596,223744.96063496676
1597,208519.06549884877
1598,219440.29072357315
1599,185075.2233337151
1600,171069.13110409453
1601,56339.274840883896
1602,128049.96369575142
1603,60509.417458468946
1604,277283.3034166957
1605,218830.9188107239
1606,151954.39017371697
1607,174901.31754382094
1608,211853.43289615124
1609,190431.60623522088
1610,156807.86087762658
1611,139034.98773151514
1612,189258.634067063
1613,163678.16933262607
1614,134153.89697051898
1615,99737.00488311797
1616,68495.73906897934
1617,85953.89208582492
1618,140470.41730858857
1619,140420.8963977827
1620,174772.6409323005
1621,134575.15904191727
1622,150704.48339929702
1623,252359.73595143066
1624,201213.81848134758
1625,114179.38291698194
1626,154370.5581430356
1627,188509.96214734265
1628,272571.5631305692
1629,192606.45173582752
1630,365931.6501485973
1631,269026.44098626834
1632,252021.5050199422
1633,181982.44269590714
1634,187317.34340116387
1635,170001.44829606861
1636,145836.0259376014
1637,196520.39043239606
1638,181647.7148366046
1639,190649.290605603
1640,248132.73882701146
1641,194704.21759406032
1642,262851.955147641
1643,221621.96571523367
1644,252940.85857014087
1645,205678.48903729123
1646,148830.94539678932
1647,154647.85158306948
1648,124926.81906334043
1649,131898.54568448284
1650,110592.85129300077
1651,117194.92117062895
1652,98381.91202667213
1653,95972.85128461965
1654,152934.52087291505
1655,123931.92142932874
1656,144346.91594904286
1657,163541.5150725336
1658,155090.12451436033
1659,129364.69905691271
1660,148722.5266620812
1661,420678.0308017982
1662,393024.24730608566
1663,386381.8534865044
1664,514554.98324347497
1665,341591.1320107081
1666,314891.26500953233
1667,390029.6131080389
1668,369651.8331343302
1669,327174.83921385533
1670,361302.27843155793
1671,263825.2851963792
1672,384232.58408413816
1673,289706.2770484637
1674,244359.33477651214
1675,206563.08234476842
1676,208735.6555121425
1677,217885.28163620646
1678,458852.205741105
1679,387587.2956513263
1680,354757.6401962796
1681,289005.796022102
1682,321593.768975809
1683,196732.46574186694
1684,163949.6891171273
1685,171710.01235822702
1686,172177.24441576336
1687,159805.1762208647
1688,178612.60731108385
1689,186548.0003686035
1690,187083.10365407268
1691,177293.3974745797
1692,247139.5683792643
1693,168704.5741336795
1694,181691.32403325263
1695,165150.51375595896
1696,249488.27840210675
1697,172067.32109699183
1698,330647.98030611686
1699,323422.7506581197
1700,280059.3149194842
1701,288333.72914968163
1702,225036.06678255295
1703,223282.19173328558
1704,255087.64429838237
1705,261876.7580247127
1706,211768.8095739476
1707,234785.6651271767
1708,204101.28436860733
1709,244091.07453578015
1710,237844.677422545
1711,272570.6277633846
1712,262402.3258913761
1713,269179.4635553602
1714,227732.2741276142
1715,212996.98115165005
1716,184747.3823962794
1717,182837.20214784498
1718,154072.76074002843
1719,226145.34144899112
1720,229033.39990987364
1721,149213.52743158265
1722,121596.30359927859
1723,146955.39364374132
1724,210761.33299764813
1725,245253.07400882998
1726,190112.3023854065
1727,157930.96817948384
1728,157024.30176240427
1729,174884.61428341884
1730,158142.5975605068
1731,105670.66563490144
1732,124127.74400103508
1733,109700.81832866688
1734,118595.14211113408
1735,92576.92510270461
1736,100733.72371644288
1737,263660.1870065322
1738,287625.97195620276
1739,247386.39682621244
1740,222189.23519351686
1741,187769.86586554372
1742,177663.13015093032
1743,170775.82683060138
1744,364641.16087445384
1745,230656.14253639968
1746,226780.5280421028
1747,224907.57038311023
1748,226482.85157596428
1749,140458.0583908359
1750,130583.76119381419
1751,243593.79628973835
1752,118220.9343329349
1753,158385.3389268138
1754,197903.6021088374
1755,168988.82400637612
1756,134512.72372220215
1757,125741.22354143026
1758,138076.92499000812
1759,170272.14882454884
1760,156138.33043605118
1761,144813.77218381074
1762,196399.7664102528
1763,186380.0027799496
1764,127291.49536260692
1765,180108.54733411976
1766,184765.49899949352
1767,212257.4204703862
1768,139414.54960489087
1769,164853.32492637174
1770,145563.20788450385
1771,128092.80379267526
1772,140376.25345048634
1773,114333.3214568407
1774,152698.66186928077
1775,150421.1302445002
1776,133261.4991246151
1777,109557.26611108507
1778,144957.33591454598
1779,137788.57384467538
1780,154688.19176135963
1781,134718.62419107908
1782,70980.49023077652
1783,128860.83458280307
1784,104046.68187027797
1785,146220.96797869718
1786,121318.23331641391
1787,154088.6281883526
1788,61565.310451747064
1789,100015.03326349639
1790,64991.32509323138
1791,185313.8049275333
1792,172998.59584461502
1793,118818.91275739364
1794,156843.7769240406
1795,145750.1656551801
1796,156570.96001141594
1797,112512.70712514
1798,125784.10909796524
1799,104856.812768117
1800,138577.821473964
1801,123704.59841869108
1802,118732.38902710215
1803,156571.49981696034
1804,119089.60547384544
1805,132996.25333724116
1806,124563.02802826464
1807,131561.10466761678
1808,116191.75192796908
1809,136090.5110690443
1810,144822.0661396935
1811,175024.79255811774
1812,112957.79459407271
1813,144501.64976438985
1814,95382.25041001852
1815,52614.72832402038
1816,112545.40179176841
1817,104924.07738923025
1818,172908.56499002225
1819,141347.49142527432
1820,39021.439064494276
1821,124787.53268228949
1822,135591.33354520862
1823,44402.88845317798
1824,135240.42843470167
1825,161105.04497515707
1826,110008.27431070377
1827,112096.13691107847
1828,145496.69343896295
1829,102739.06970406428
1830,143789.8805098804
1831,170297.24730258982
1832,27867.70107459923
